image_id,target_class,deletion_auc,insertion_auc
ISIC_0032834,1,0.05546221509575844,0.15804237127304077
ISIC_0031698,1,0.04297872632741928,0.11530806124210358
ISIC_0026192,1,0.02132488042116165,0.15713104605674744
ISIC_0031384,1,0.07557182759046555,0.23668043315410614
ISIC_0024332,1,0.04921916499733925,0.20522557199001312
ISIC_0030528,1,0.06789720058441162,0.06052630767226219
ISIC_0027846,1,0.08783946931362152,0.15773028135299683
ISIC_0032194,1,0.0694824755191803,0.18637745082378387
ISIC_0029489,1,0.059584759175777435,0.07129839807748795
ISIC_0025266,1,0.09765509516000748,0.09801801294088364
ISIC_0028989,1,0.027223791927099228,0.1281757801771164
ISIC_0031007,0,0.016178665682673454,0.05102194473147392
ISIC_0028329,1,0.03804386407136917,0.25311827659606934
ISIC_0027337,1,0.031661707907915115,0.10023914277553558
ISIC_0028084,1,0.056090179830789566,0.1360711306333542
ISIC_0026970,1,0.04807492345571518,0.16493771970272064
ISIC_0027629,1,0.03921574354171753,0.17612077295780182
ISIC_0031407,0,0.015345961786806583,0.03406134247779846
ISIC_0028652,1,0.04754738509654999,0.15971527993679047
ISIC_0024564,1,0.03213924169540405,0.0809786468744278
ISIC_0025322,1,0.046547919511795044,0.18440362811088562
ISIC_0031062,1,0.03354325518012047,0.07667499780654907
ISIC_0025818,1,0.0880359560251236,0.21801872551441193
ISIC_0030746,1,0.05535437539219856,0.15645776689052582
ISIC_0029342,3,0.0034385977778583765,0.011195302940905094
ISIC_0028577,1,0.02794448472559452,0.08075644820928574
ISIC_0026829,1,0.06718539446592331,0.2054276019334793
ISIC_0028122,1,0.044114116579294205,0.12718021869659424
ISIC_0031697,1,0.043556977063417435,0.07532807439565659
ISIC_0029917,1,0.10589850693941116,0.1728772670030594
ISIC_0027675,6,0.042390745133161545,0.0742960050702095
ISIC_0025031,1,0.03846738114953041,0.0864124596118927
ISIC_0031588,5,0.7335951924324036,0.9092292189598083
ISIC_0025311,5,0.8548387885093689,0.8789271712303162
ISIC_0026555,5,0.8625945448875427,0.9307019710540771
ISIC_0025457,5,0.8612672686576843,0.8458635210990906
ISIC_0029594,5,0.7277808785438538,0.741619348526001
ISIC_0029347,5,0.7198241949081421,0.9526835680007935
ISIC_0027315,5,0.8636500835418701,0.9753884077072144
ISIC_0024968,5,0.8281923532485962,0.8020810484886169
ISIC_0031403,5,0.8382285237312317,0.8387066721916199
ISIC_0031974,5,0.8610278367996216,0.8095380663871765
ISIC_0024896,5,0.8996811509132385,0.7720153331756592
ISIC_0029153,5,0.8934542536735535,0.968980610370636
ISIC_0029569,5,0.9573410749435425,0.8018292188644409
ISIC_0031895,5,0.8301389813423157,0.9165776968002319
ISIC_0027278,5,0.7220124006271362,0.8649231195449829
ISIC_0028090,5,0.8410348892211914,0.8545789122581482
ISIC_0030918,5,0.6857016682624817,0.9253813028335571
ISIC_0025161,5,0.7627896666526794,0.8537465333938599
ISIC_0031652,5,0.8360501527786255,0.9523157477378845
ISIC_0030846,5,0.8326947093009949,0.9483820199966431
ISIC_0025407,5,0.9228620529174805,0.9620368480682373
ISIC_0029998,5,0.8441064953804016,0.849522054195404
ISIC_0028359,5,0.7999549508094788,0.8293663263320923
ISIC_0032501,5,0.9441971182823181,0.8226736187934875
ISIC_0025487,5,0.899616003036499,0.9318239092826843
ISIC_0025287,5,0.6938157081604004,0.8045781254768372
ISIC_0031997,5,0.8576121926307678,0.8696945309638977
ISIC_0025675,5,0.904790997505188,0.9761456251144409
ISIC_0025142,5,0.7475590109825134,0.996650218963623
ISIC_0030016,5,0.7748405337333679,0.8766248226165771
ISIC_0026621,5,0.6207175850868225,0.8309080004692078
ISIC_0030599,5,0.9131264090538025,0.9749529957771301
ISIC_0032211,5,0.8945918083190918,0.8042399287223816
ISIC_0026565,5,0.8323676586151123,0.9256149530410767
ISIC_0025749,5,0.9628739356994629,0.9055228233337402
ISIC_0029336,5,0.8425021171569824,0.9212333559989929
ISIC_0025353,5,0.784428060054779,0.8949077129364014
ISIC_0024980,5,0.8266191482543945,0.8132494688034058
ISIC_0030128,5,0.9317461252212524,0.9444656372070312
ISIC_0028282,3,0.013052335008978844,0.025721201673150063
ISIC_0028639,5,0.8177188038825989,0.8494381904602051
ISIC_0031185,5,0.8165565729141235,0.9635233879089355
ISIC_0024369,5,0.8895881772041321,0.9529318809509277
ISIC_0028196,5,0.8935809135437012,0.9149348139762878
ISIC_0025966,6,0.03314868360757828,0.0224434956908226
ISIC_0030903,5,0.7954515814781189,0.9348621964454651
